formula,nombre,tipo_compuesto,descripcion,geometria_molecular,reacciones_tipicas,n_elementos,total_atomos,masa_molar,n_H,n_C,n_N,n_O,n_S,n_P,n_halogen,n_metal,n_nonmetal,hc_ratio,ho_ratio,co_ratio,no_ratio,tiene_OH,tiene_COOH,tiene_CO3,tiene_SO4,tiene_NO3,tiene_NO2,tiene_PO4,tiene_NH,es_diatomica,es_homoatomica,es_acido,es_base,es_sal,es_oxido,es_organica,tiene_carbono,tiene_nitrogeno,tiene_oxigeno,tiene_fosforo,tiene_azufre,tiene_metal,n_tipos_metal,oxido_Fe_tipo,es_Fe_oxido_III,es_Fe_oxido_II_III,es_nitrato,es_nitrito,es_fluoruro,es_cloruro,es_bromuro,es_yoduro,ratio_O_total,ratio_metal_total,es_oxoacido,es_anhidrido,n_enlaces_estimados,tipo_enlace,es_geometria_lineal,n_atomos_3d,n_bonds_3d,spread_3d,max_dist_3d,es_lineal_3d,tiene_coords_3d,bond_ratio_3d,centroide_x,centroide_y,centroide_z
NH₄NO₃,Nitrato de amonio,Nitrato/Nitrito,Fertilizante. Puede detonar.,Trigonal plana / Angular,,3,9,80.043,4,0,2,3,0,0,0,0,9,0.0,1.333,0.0,0.6667,0,0,0,0,1,1,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0.3333,0.0,0,0,8,covalente_polar_H,0,9,8,0.0,0.0,0,0,0.8889,0.0,0.0,0.0
(NH₄)₂SO₄,Sulfato de amonio,Sulfato,Fertilizante nitrogenado más usado.,Tetraédrico (SO₄),,4,15,132.134,8,0,2,4,1,0,0,0,15,0.0,2.0,0.0,0.5,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0.2667,0.0,0,0,14,covalente_polar_H,0,15,14,0.0,0.0,0,0,0.9333,0.0,0.0,0.0
H₃BO₃,Ácido bórico,Ácido,Antiséptico ocular. Insecticida.,Trigonal plana / Angular,,3,7,61.831,3,0,0,3,0,0,0,0,6,0.0,1.0,0.0,0.0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.4286,0.0,1,0,6,covalente_polar_H,0,7,6,0.0,0.0,0,0,0.8571,0.0,0.0,0.0
HClO₄,Ácido perclórico,Ácido,Ácido más fuerte conocido.,Trigonal plana / Angular,,3,6,100.457,1,0,0,4,0,0,1,0,6,0.0,0.25,0.0,0.0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6667,0.0,1,0,5,covalente_polar_H,0,6,5,0.0,0.0,0,0,0.8333,0.0,0.0,0.0
HMnO₄,Ácido permangánico,Ácido,Base del KMnO₄. Oxidante.,Trigonal plana / Angular,,3,6,119.942,1,0,0,4,0,0,0,1,5,0.0,0.25,0.0,0.0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0.6667,0.1667,1,0,5,iónico,0,6,5,0.0,0.0,0,0,0.8333,0.0,0.0,0.0
CH₂=CHCOOH,Ácido acrílico,Ácido,Base de poliacrilatos. Pañales.,Trigonal plana / Angular,,3,9,72.063,4,3,0,2,0,0,0,0,9,1.333,2.0,1.5,0.0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2222,0.0,1,0,8,covalente_polar_H,0,9,8,0.0,0.0,0,0,0.8889,0.0,0.0,0.0
C₆H₅COOH,Ácido benzoico,Ácido,Conservante E210. Antiséptico.,Trigonal plana / Angular,,3,15,122.123,6,7,0,2,0,0,0,0,15,0.857,3.0,3.5,0.0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1333,0.0,1,0,14,covalente_polar_H,0,15,14,0.0,0.0,0,0,0.9333,0.0,0.0,0.0
CH₃CH₂COOH,Ácido propiónico,Ácido,Conservante de pan E280.,Trigonal plana / Angular,,3,11,74.079,6,3,0,2,0,0,0,0,11,2.0,3.0,1.5,0.0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1818,0.0,1,0,10,covalente_polar_H,0,11,10,0.0,0.0,0,0,0.9091,0.0,0.0,0.0
C₆H₁₂O₆,Galactosa,Carbohidrato,Componente de la lactosa.,Tetraédrico,,3,24,180.156,12,6,0,6,0,0,0,0,24,2.0,2.0,1.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.25,0.0,0,0,23,covalente_polar_H,0,22,21,6.4656,7.0457,0,1,0.9545,-0.2055,0.2341,-0.4918
C₁₂H₂₂O₁₁,Maltosa,Carbohidrato,Azúcar de malta. Cerveza.,Tetraédrico,,3,45,342.297,22,12,0,11,0,0,0,0,45,1.833,2.0,1.091,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2444,0.0,0,0,44,covalente_polar_H,0,45,44,0.0,0.0,0,0,0.9778,0.0,0.0,0.0
CH₃NH₂,Metilamina,Amina,Base orgánica. Síntesis.,Piramidal trigonal,,3,7,31.058,5,1,1,0,0,0,0,0,7,5.0,0.0,0.0,0.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,6,covalente_polar_H,0,7,6,0.0,0.0,0,0,0.8571,0.0,0.0,0.0
C₆H₅NH₂,Anilina,Amina,Base de colorantes azo.,Piramidal trigonal,,3,14,93.129,7,6,1,0,0,0,0,0,14,1.167,0.0,0.0,0.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,13,covalente_polar_H,0,14,13,0.0,0.0,0,0,0.9286,0.0,0.0,0.0
C₅H₉NO₄,Glutamato,Aminoácido,Sabor umami. Neurotransmisor.,Tetraédrico,,4,19,147.13,9,5,1,4,0,0,0,0,19,1.8,2.25,1.25,0.25,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2105,0.0,0,0,18,covalente_polar_H,0,19,18,0.0,0.0,0,0,0.9474,0.0,0.0,0.0
C₆H₁₄N₂O₂,Lisina,Aminoácido,Aminoácido esencial. Proteínas.,Tetraédrico,,4,24,146.19,14,6,2,2,0,0,0,0,24,2.333,7.0,3.0,1.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0833,0.0,0,0,23,covalente_polar_H,0,24,23,0.0,0.0,0,0,0.9583,0.0,0.0,0.0
C₁₁H₁₂N₂O₂,Triptófano,Aminoácido,Precursor de serotonina.,Tetraédrico,,4,27,204.229,12,11,2,2,0,0,0,0,27,1.091,6.0,5.5,1.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0741,0.0,0,0,26,covalente_polar_H,0,27,26,0.0,0.0,0,0,0.963,0.0,0.0,0.0
C₁₀H₁₃N₅O₄,Adenosina,Carbohidrato,Nucleósido. ATP precursor.,Tetraédrico,,4,32,267.245,13,10,5,4,0,0,0,0,32,1.3,3.25,2.5,1.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.125,0.0,0,0,31,covalente_polar_H,0,32,31,0.0,0.0,0,0,0.9688,0.0,0.0,0.0
C₃H₄O₃,Ácido pirúvico,Compuesto carbonílico,Final de la glucólisis.,Trigonal plana,,3,10,88.062,4,3,0,3,0,0,0,0,10,1.333,1.333,1.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3,0.0,0,0,9,covalente_polar_H,0,10,9,0.0,0.0,0,0,0.9,0.0,0.0,0.0
C₂H₄O,Óxido de etileno,Compuesto carbonílico,Esterilizante. Síntesis.,Trigonal plana,,3,7,44.053,4,2,0,1,0,0,0,0,7,2.0,4.0,2.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1429,0.0,0,0,6,covalente_polar_H,0,7,6,0.0,0.0,0,0,0.8571,0.0,0.0,0.0
LiH₂PO₄,Dihidrógenofosfato de litio,Fosfato,Electrolito sólido. Baterías de litio.,Tetraédrico (PO₄),,4,8,103.927,2,0,0,4,0,1,0,1,7,0.0,0.5,0.0,0.0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0.5,0.125,0,0,7,iónico,0,8,7,0.0,0.0,0,0,0.875,0.0,0.0,0.0
NaH₂PO₄,Dihidrógenofosfato de sodio,Fosfato,Regulador de pH. Industria alimentaria.,Tetraédrico (PO₄),,4,8,119.976,2,0,0,4,0,1,0,1,7,0.0,0.5,0.0,0.0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0.5,0.125,0,0,7,iónico,0,8,7,0.0,0.0,0,0,0.875,0.0,0.0,0.0
Na₂HPO₄,Hidrogenofosfato disódico,Fosfato,Buffer fosfato. Tampón biológico.,Tetraédrico (PO₄),,4,8,141.958,1,0,0,4,0,1,0,2,6,0.0,0.25,0.0,0.0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0.5,0.25,0,0,7,iónico,0,8,7,0.0,0.0,0,0,0.875,0.0,0.0,0.0
KH₂PO₄,Dihidrógenofosfato de potasio,Fosfato,Fertilizante soluble. Buffer.,Tetraédrico (PO₄),,4,8,136.084,2,0,0,4,0,1,0,1,7,0.0,0.5,0.0,0.0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0.5,0.125,0,0,7,iónico,0,8,7,0.0,0.0,0,0,0.875,0.0,0.0,0.0
K₂HPO₄,Hidrogenofosfato dipotásico,Fosfato,Tampón. Cultura bacteriana.,Tetraédrico (PO₄),,4,8,174.174,1,0,0,4,0,1,0,2,6,0.0,0.25,0.0,0.0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0.5,0.25,0,0,7,iónico,0,8,7,0.0,0.0,0,0,0.875,0.0,0.0,0.0
AlPO₄,Fosfato de aluminio,Fosfato,Adsorbente. Catalizador ácido.,Tetraédrico (PO₄),,3,6,121.952,0,0,0,4,0,1,0,1,5,0.0,0.0,0.0,0.0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0.6667,0.1667,0,0,5,iónico,0,6,5,0.0,0.0,0,0,0.8333,0.0,0.0,0.0
FePO₄,Fosfato de hierro III,Fosfato,Mineral strengita. Suplemento nutricional.,Tetraédrico (PO₄),,3,6,150.815,0,0,0,4,0,1,0,1,5,0.0,0.0,0.0,0.0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0.6667,0.1667,0,0,5,iónico,0,6,5,0.0,0.0,0,0,0.8333,0.0,0.0,0.0
Fe₃(PO₄)₂,Fosfato de hierro II,Fosfato,Mineral vivianita. Azul oscuro.,Tetraédrico (PO₄),,3,13,357.475,0,0,0,8,0,1,0,3,10,0.0,0.0,0.0,0.0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0.6154,0.2308,0,0,12,iónico,0,13,12,0.0,0.0,0,0,0.9231,0.0,0.0,0.0
Zn₃(PO₄)₂,Fosfato de zinc,Fosfato,Pigmento anticorrosivo. Pintura.,Tetraédrico (PO₄),,3,13,386.08,0,0,0,8,0,1,0,3,10,0.0,0.0,0.0,0.0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0.6154,0.2308,0,0,12,iónico,0,13,12,0.0,0.0,0,0,0.9231,0.0,0.0,0.0
Cu₃(PO₄)₂,Fosfato de cobre II,Fosfato,Pigmento azul. Fungicida.,Tetraédrico (PO₄),,3,13,380.578,0,0,0,8,0,1,0,3,10,0.0,0.0,0.0,0.0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0.6154,0.2308,0,0,12,iónico,0,13,12,0.0,0.0,0,0,0.9231,0.0,0.0,0.0
Mg₃(PO₄)₂,Fosfato de magnesio,Fosfato,Antiácido. Laxante suave.,Tetraédrico (PO₄),,3,13,262.855,0,0,0,8,0,1,0,3,10,0.0,0.0,0.0,0.0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0.6154,0.2308,0,0,12,iónico,0,13,12,0.0,0.0,0,0,0.9231,0.0,0.0,0.0
Ba₃(PO₄)₂,Fosfato de bario,Fosfato,Luminiscente. Detector de rayos X.,Tetraédrico (PO₄),,3,13,601.921,0,0,0,8,0,1,0,3,10,0.0,0.0,0.0,0.0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0.6154,0.2308,0,0,12,iónico,0,13,12,0.0,0.0,0,0,0.9231,0.0,0.0,0.0
Mn₃(PO₄)₂,Fosfato de manganeso II,Fosfato,Recubrimiento anticorrosivo.,Tetraédrico (PO₄),,3,13,354.754,0,0,0,8,0,1,0,3,10,0.0,0.0,0.0,0.0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0.6154,0.2308,0,0,12,iónico,0,13,12,0.0,0.0,0,0,0.9231,0.0,0.0,0.0
Pb₃(PO₄)₂,Fosfato de plomo II,Fosfato,Pigmento. Lubricante de alta presión.,Tetraédrico (PO₄),,3,13,811.54,0,0,0,8,0,2,0,3,10,0.0,0.0,0.0,0.0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0.6154,0.2308,0,0,12,iónico,0,13,12,0.0,0.0,0,0,0.9231,0.0,0.0,0.0
Ag₃PO₄,Fosfato de plata,Fosfato,Fotocatalizador. Bactericida.,Tetraédrico (PO₄),,3,8,418.574,0,0,0,4,0,1,0,3,5,0.0,0.0,0.0,0.0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0.5,0.375,0,0,7,iónico,0,8,7,0.0,0.0,0,0,0.875,0.0,0.0,0.0
(NH₄)₃PO₄,Fosfato de amonio,Fosfato,Fertilizante NPK. Ignifugante.,Tetraédrico (PO₄),,4,20,149.087,12,0,3,4,0,1,0,0,20,0.0,3.0,0.0,0.75,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0.0,0,0,19,covalente_polar_H,0,20,19,0.0,0.0,0,0,0.95,0.0,0.0,0.0
(NH₄)₂HPO₄,Hidrogenofosfato diamónico,Fosfato,Fertilizante DAP. Más usado del mundo.,Tetraédrico (PO₄),,4,16,132.056,9,0,2,4,0,1,0,0,16,0.0,2.25,0.0,0.5,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0.25,0.0,0,0,15,covalente_polar_H,0,16,15,0.0,0.0,0,0,0.9375,0.0,0.0,0.0
NH₄H₂PO₄,Dihidrógenofosfato amónico,Fosfato,Fertilizante MAP. Cristales piezoeléctricos.,Tetraédrico (PO₄),,4,12,115.025,6,0,1,4,0,1,0,0,12,0.0,1.5,0.0,0.25,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0.3333,0.0,0,0,11,covalente_polar_H,0,12,11,0.0,0.0,0,0,0.9167,0.0,0.0,0.0
Ca(H₂PO₄)₂,Superfosfato de calcio,Fosfato,Fertilizante fosfatado principal.,Tetraédrico (PO₄),,4,15,234.05,4,0,0,8,0,1,0,1,14,0.0,0.5,0.0,0.0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0.5333,0.0667,0,0,14,iónico,0,15,14,0.0,0.0,0,0,0.9333,0.0,0.0,0.0
CaHPO₄,Hidrogenofosfato de calcio,Fosfato,Suplemento de calcio. Pasta dental.,Tetraédrico (PO₄),,4,7,136.056,1,0,0,4,0,1,0,1,6,0.0,0.25,0.0,0.0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0.5714,0.1429,0,0,6,iónico,0,7,6,0.0,0.0,0,0,0.8571,0.0,0.0,0.0
Sr₃(PO₄)₂,Fosfato de estroncio,Fosfato,Luminiscente. Pigmento rojo.,Tetraédrico (PO₄),,3,13,452.8,0,0,0,8,0,1,0,3,10,0.0,0.0,0.0,0.0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0.6154,0.2308,0,0,12,iónico,0,13,12,0.0,0.0,0,0,0.9231,0.0,0.0,0.0
Ni₃(PO₄)₂,Fosfato de níquel,Fosfato,Galvanoplastia. Catalizador.,Tetraédrico (PO₄),,3,13,366.019,0,0,0,8,0,1,0,3,10,0.0,0.0,0.0,0.0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0.6154,0.2308,0,0,12,iónico,0,13,12,0.0,0.0,0,0,0.9231,0.0,0.0,0.0
Co₃(PO₄)₂,Fosfato de cobalto,Fosfato,Pigmento azul cobalto.,Tetraédrico (PO₄),,3,13,366.739,0,0,0,8,0,1,0,3,10,0.0,0.0,0.0,0.0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0.6154,0.2308,0,0,12,iónico,0,13,12,0.0,0.0,0,0,0.9231,0.0,0.0,0.0
Cr(PO₄),Fosfato de cromo III,Fosfato,Verde intenso. Pigmento.,Tetraédrico (PO₄),,3,6,146.966,0,0,0,4,0,1,0,1,5,0.0,0.0,0.0,0.0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0.6667,0.1667,0,0,5,iónico,0,6,5,0.0,0.0,0,0,0.8333,0.0,0.0,0.0
Na₃PO₃,Fosfito trisódico,Fosfito,Reductor. Estabilizador de PVC.,Tetraédrico (PO₃),,3,7,147.941,0,0,0,3,0,1,0,3,4,0.0,0.0,0.0,0.0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0.4286,0.4286,0,0,6,iónico,0,7,6,0.0,0.0,0,0,0.8571,0.0,0.0,0.0
Na₂HPO₃,Fosfito disódico,Fosfito,Antioxidante industrial. Síntesis.,Tetraédrico (PO₃),,4,7,125.959,1,0,0,3,0,1,0,2,5,0.0,0.333,0.0,0.0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0.4286,0.2857,0,0,6,iónico,0,7,6,0.0,0.0,0,0,0.8571,0.0,0.0,0.0
NaH₂PO₃,Fosfito monosódico,Fosfito,Reductor de metales. Galvanoplastia.,Tetraédrico (PO₃),,4,7,103.977,2,0,0,3,0,1,0,1,6,0.0,0.667,0.0,0.0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0.4286,0.1429,0,0,6,iónico,0,7,6,0.0,0.0,0,0,0.8571,0.0,0.0,0.0
K₃PO₃,Fosfito tripotásico,Fosfito,Fungicida sistémico en agricultura.,Tetraédrico (PO₃),,3,7,196.265,0,0,0,3,0,1,0,3,4,0.0,0.0,0.0,0.0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0.4286,0.4286,0,0,6,iónico,0,7,6,0.0,0.0,0,0,0.8571,0.0,0.0,0.0
K₂HPO₃,Fosfito dipotásico,Fosfito,Fertilizante fosfito. Antifúngico.,Tetraédrico (PO₃),,4,7,158.175,1,0,0,3,0,1,0,2,5,0.0,0.333,0.0,0.0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0.4286,0.2857,0,0,6,iónico,0,7,6,0.0,0.0,0,0,0.8571,0.0,0.0,0.0
Ca₃(PO₃)₂,Fosfito de calcio,Fosfito,Fungicida. Control de mildiu.,Tetraédrico (PO₃),,3,11,278.176,0,0,0,6,0,1,0,3,8,0.0,0.0,0.0,0.0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0.5455,0.2727,0,0,10,iónico,0,11,10,0.0,0.0,0,0,0.9091,0.0,0.0,0.0
Mg₃(PO₃)₂,Fosfito de magnesio,Fosfito,Tratamiento foliar. Estimula defensa.,Tetraédrico (PO₃),,3,11,230.857,0,0,0,6,0,1,0,3,8,0.0,0.0,0.0,0.0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0.5455,0.2727,0,0,10,iónico,0,11,10,0.0,0.0,0,0,0.9091,0.0,0.0,0.0
Fe₃(PO₃)₂,Fosfito de hierro II,Fosfito,Reductor. Corrosión controlada.,Tetraédrico (PO₃),,3,11,325.477,0,0,0,6,0,1,0,3,8,0.0,0.0,0.0,0.0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0.5455,0.2727,0,0,10,iónico,0,11,10,0.0,0.0,0,0,0.9091,0.0,0.0,0.0
Zn₃(PO₃)₂,Fosfito de zinc,Fosfito,Protector anticorrosivo.,Tetraédrico (PO₃),,3,11,354.082,0,0,0,6,0,1,0,3,8,0.0,0.0,0.0,0.0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0.5455,0.2727,0,0,10,iónico,0,11,10,0.0,0.0,0,0,0.9091,0.0,0.0,0.0
(NH₄)₂HPO₃,Fosfito de amonio,Fosfito,Fertilizante reductor. Industria.,Tetraédrico (PO₃),,4,15,116.057,9,0,2,3,0,1,0,0,15,0.0,3.0,0.0,0.6667,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0.0,0,0,14,covalente_polar_H,0,15,14,0.0,0.0,0,0,0.9333,0.0,0.0,0.0
H₃PO₃,Ácido fosforoso,Ácido,Ácido diprotónico (H unido a P no es ácido).,Trigonal plana / Angular,,3,7,81.995,3,0,0,3,0,1,0,0,7,0.0,1.0,0.0,0.0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0.4286,0.0,1,0,6,covalente_polar_H,0,7,6,0.0,0.0,0,0,0.8571,0.0,0.0,0.0
H₃PO₂,Ácido hipofosforoso,Ácido,Fuerte reductor. Síntesis orgánica.,Trigonal plana / Angular,,3,6,65.996,3,0,0,2,0,1,0,0,6,0.0,1.5,0.0,0.0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0.3333,0.0,1,0,5,covalente_polar_H,0,6,5,0.0,0.0,0,0,0.8333,0.0,0.0,0.0
HPO₃,Ácido metafosforoso,Ácido,Forma anhidra. Deshidratante.,Trigonal plana / Angular,,3,5,79.979,1,0,0,3,0,1,0,0,5,0.0,0.333,0.0,0.0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0.6,0.0,1,0,4,covalente_polar_H,0,5,4,0.0,0.0,0,0,0.8,0.0,0.0,0.0
Na₂SO₃,Sulfito de sodio,Sulfito,Conservante E221. Antioxidante fotográfico.,Piramidal trigonal (SO₃²⁻),,3,6,126.037,0,0,0,3,1,0,0,2,4,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0.5,0.3333,0,0,5,iónico,0,6,5,0.0,0.0,0,0,0.8333,0.0,0.0,0.0
K₂SO₃,Sulfito de potasio,Sulfito,Conservante vino E224. Antioxidante.,Piramidal trigonal (SO₃²⁻),,3,6,158.253,0,0,0,3,1,0,0,2,4,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0.5,0.3333,0,0,5,iónico,0,6,5,0.0,0.0,0,0,0.8333,0.0,0.0,0.0
CaSO₃,Sulfito de calcio,Sulfito,Conservante harina. Blanqueador.,Piramidal trigonal (SO₃²⁻),,3,5,120.135,0,0,0,3,1,0,0,1,4,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0.6,0.2,0,0,4,iónico,0,5,4,0.0,0.0,0,0,0.8,0.0,0.0,0.0
MgSO₃,Sulfito de magnesio,Sulfito,Antiincrustante. Tratamiento de agua.,Piramidal trigonal (SO₃²⁻),,3,5,104.362,0,0,0,3,1,0,0,1,4,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0.6,0.2,0,0,4,iónico,0,5,4,0.0,0.0,0,0,0.8,0.0,0.0,0.0
BaSO₃,Sulfito de bario,Sulfito,Síntesis química. Reductor.,Piramidal trigonal (SO₃²⁻),,3,5,217.384,0,0,0,3,1,0,0,1,4,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0.6,0.2,0,0,4,iónico,0,5,4,0.0,0.0,0,0,0.8,0.0,0.0,0.0
FeSO₃,Sulfito de hierro II,Sulfito,Reductor industrial. Tratamiento aguas.,Piramidal trigonal (SO₃²⁻),,3,5,135.902,0,0,0,3,1,0,0,1,4,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0.6,0.2,0,0,4,iónico,0,5,4,0.0,0.0,0,0,0.8,0.0,0.0,0.0
ZnSO₃,Sulfito de zinc,Sulfito,Preservante. Síntesis.,Piramidal trigonal (SO₃²⁻),,3,5,145.437,0,0,0,3,1,0,0,1,4,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0.6,0.2,0,0,4,iónico,0,5,4,0.0,0.0,0,0,0.8,0.0,0.0,0.0
